id,file,offset,category,original,translation,status,note
DATA5.BIN#868871,DATA5.BIN,868871,对话,"に
なっているんだろうな。
彼女の笑顔に再び会えるその日まで、
俺はいつまでも待っている。
少し不安になることもあるけれど、
俺は二人の愛は永遠だと信じている。
坂の伝説と共に、
あの日の二人の約束と共に…永遠に。",,untranslated,
DATA5.BIN#869135,DATA5.BIN,869135,对话,"俺もいろいろ忙しいけれど、時間を見つけては
お見舞いに行っている。
彼女が治って、一緒にデートできる日を
俺はいつまでも待っている。
少し不安になることもあるけれど、
俺は二人の愛は永遠だと信じている。
坂の伝説と共に、
あの日の二人の約束と共に…永遠に。",,untranslated,
DATA5.BIN#869428,DATA5.BIN,869428,对话,"二人ともいろいろと忙しいけど、時間を見つけては
一緒にデートしている。
彼女は美人だし、聡明だから、
皆に愛される",,untranslated,
DATA5.BIN#869958,DATA5.BIN,869958,对话,"早く元気になるといいな…。
結果的に振ったことになったけど、
惜しいことしたかなぁ…",,untranslated,
DATA5.BIN#870096,DATA5.BIN,870096,对话,"彼女は美人だし、聡明だから、
皆に愛される",,untranslated,
DATA5.BIN#870341,DATA5.BIN,870341,对话,"に
なっているんだろうな。
…せめて伝説が成就していればなぁ。
はぁ…",,untranslated,
DATA5.BIN#870477,DATA5.BIN,870477,对话,"早く元気になるといいけど…。
…せめて伝説が成就していればなぁ。
はぁ…。",,untranslated,
DATA5.BIN#870786,DATA5.BIN,870786,菜单,芸術大学に進学した,,untranslated,
DATA5.BIN#870813,DATA5.BIN,870813,菜单,プロテニス選手になった,,untranslated,
DATA5.BIN#870844,DATA5.BIN,870844,菜单,作曲家になった,,untranslated,
DATA5.BIN#870942,DATA5.BIN,870942,菜单,留学した,,untranslated,
DATA5.BIN#870959,DATA5.BIN,870959,对话,古傷が悪化して入院してしまった,,untranslated,
DATA5.BIN#871090,DATA5.BIN,871090,菜单,ステキな音楽家,,untranslated,
DATA5.BIN#871113,DATA5.BIN,871113,菜单,ステキなテニス選手,,untranslated,
DATA5.BIN#871140,DATA5.BIN,871140,菜单,ステキな作曲家,,untranslated,
DATA5.BIN#871212,DATA5.BIN,871212,对话,元々音楽の才能があったからなぁ。,,untranslated,
DATA5.BIN#871267,DATA5.BIN,871267,对话,事故の後遺症も全くないようだ。,,untranslated,
DATA5.BIN#871320,DATA5.BIN,871320,对话,"病状は一進一退で、
退院のめどは当分立たないそうだ。",,untranslated,
DATA5.BIN#871394,DATA5.BIN,871394,对话,今頃どこで何をしているんだろう…。,,untranslated,
DATA5.BIN#872080,DATA5.BIN,872080,菜单,スーパーバイザー,,untranslated,
DATA5.BIN#872120,DATA5.BIN,872120,对话,エグゼクティブプロデューサー,,untranslated,
DATA5.BIN#872152,DATA5.BIN,872152,菜单,メタルユーキ,,untranslated,
DATA5.BIN#872168,DATA5.BIN,872168,菜单,サブディレクター,,untranslated,
DATA5.BIN#872192,DATA5.BIN,872192,菜单,マネックス証券(株),,untranslated,
DATA5.BIN#872264,DATA5.BIN,872264,菜单,はぐれもなか,,untranslated,
DATA5.BIN#872376,DATA5.BIN,872376,菜单,スペシャルサンクス,,untranslated,
DATA5.BIN#872400,DATA5.BIN,872400,菜单,ミニゲーム技術協力,,untranslated,
DATA5.BIN#872440,DATA5.BIN,872440,对话,バグチェック管理/工程管理,,untranslated,
DATA5.BIN#872528,DATA5.BIN,872528,菜单,パッケージデザイン,,untranslated,
DATA5.BIN#872552,DATA5.BIN,872552,菜单,「抱きしめていて」,,untranslated,
DATA5.BIN#872840,DATA5.BIN,872840,菜单,［ボーカル曲］,,untranslated,
DATA5.BIN#872888,DATA5.BIN,872888,菜单,水口 さとみ,,untranslated,
DATA5.BIN#873024,DATA5.BIN,873024,菜单,［ミニゲーム］,,untranslated,
DATA5.BIN#873136,DATA5.BIN,873136,菜单,ディレクション,,untranslated,
DATA5.BIN#873152,DATA5.BIN,873152,菜单,［服飾モデリング］,,untranslated,
DATA5.BIN#873192,DATA5.BIN,873192,菜单,プロデューサー,,untranslated,
DATA5.BIN#873208,DATA5.BIN,873208,菜单,＜株式会社エイチアイ＞,,untranslated,
DATA5.BIN#873376,DATA5.BIN,873376,菜单,望月 ゆきえ,,untranslated,
DATA5.BIN#873536,DATA5.BIN,873536,菜单,―スタジオエル―,,untranslated,
DATA5.BIN#873584,DATA5.BIN,873584,菜单,仕上げ検査,,untranslated,
DATA5.BIN#873600,DATA5.BIN,873600,菜单,大塚 あきら,,untranslated,
DATA5.BIN#873664,DATA5.BIN,873664,菜单,―スタジオジャイアンツ―,,untranslated,
DATA5.BIN#873760,DATA5.BIN,873760,对话,原図アドバイザー/原画検査,,untranslated,
DATA5.BIN#873792,DATA5.BIN,873792,菜单,［エキストラ］,,untranslated,
DATA5.BIN#874048,DATA5.BIN,874048,菜单,―アトリエムサ―,,untranslated,
DATA5.BIN#874080,DATA5.BIN,874080,菜单,ふくもとかん,,untranslated,
DATA5.BIN#874096,DATA5.BIN,874096,菜单,原図アドバイザー,,untranslated,
DATA5.BIN#874120,DATA5.BIN,874120,对话,池田 繁美（アトリエムサ）,,untranslated,
DATA5.BIN#874184,DATA5.BIN,874184,菜单,＜株式会社スタジオ旗艦＞,,untranslated,
DATA5.BIN#874248,DATA5.BIN,874248,菜单,（シグマセブン）,,untranslated,
DATA5.BIN#874288,DATA5.BIN,874288,菜单,（アーツビジョン）,,untranslated,
DATA5.BIN#874328,DATA5.BIN,874328,菜单,（青二プロダクション）,,untranslated,
DATA5.BIN#874368,DATA5.BIN,874368,对话,スケジュールマネージメント,,untranslated,
DATA5.BIN#874432,DATA5.BIN,874432,菜单,アシスタントエンジニア,,untranslated,
DATA5.BIN#874472,DATA5.BIN,874472,菜单,（鯛スタ）,,untranslated,
DATA5.BIN#874504,DATA5.BIN,874504,菜单,レコーディングエンジニア,,untranslated,
DATA5.BIN#874568,DATA5.BIN,874568,菜单,ディレクター,,untranslated,
DATA5.BIN#874632,DATA5.BIN,874632,对话,ＥＶＳプログラム/データ作成,,untranslated,
DATA5.BIN#874680,DATA5.BIN,874680,菜单,イーグル沢夫,,untranslated,
DATA5.BIN#874752,DATA5.BIN,874752,菜单,ニセカッパくん,,untranslated,
DATA5.BIN#874864,DATA5.BIN,874864,菜单,山岡 さやか,,untranslated,
DATA5.BIN#874912,DATA5.BIN,874912,菜单,あきろぴと,,untranslated,
DATA5.BIN#874928,DATA5.BIN,874928,菜单,ディレクター/プログラム,,untranslated,
DATA5.BIN#874952,DATA5.BIN,874952,菜单,［サウンド］,,untranslated,
DATA5.BIN#875016,DATA5.BIN,875016,菜单,藤沢 ゆき,,untranslated,
DATA5.BIN#875112,DATA5.BIN,875112,菜单,２Ｄデザイン,,untranslated,
DATA5.BIN#875344,DATA5.BIN,875344,菜单,しずもん,,untranslated,
DATA5.BIN#875392,DATA5.BIN,875392,菜单,３Ｄデザイン,,untranslated,
DATA5.BIN#875408,DATA5.BIN,875408,菜单,服飾デザイン,,untranslated,
DATA5.BIN#875424,DATA5.BIN,875424,菜单,茅ヶ崎 京,,untranslated,
DATA5.BIN#875440,DATA5.BIN,875440,对话,トゥーンレンダリングエンジン,,untranslated,
DATA5.BIN#875600,DATA5.BIN,875600,菜单,プログラム,,untranslated,
DATA5.BIN#875632,DATA5.BIN,875632,菜单,タナカヒデキ,,untranslated,
DATA5.BIN#875664,DATA5.BIN,875664,菜单,演出/絵コンテ,,untranslated,
DATA5.BIN#875776,DATA5.BIN,875776,菜单,あべけん,,untranslated,
DATA5.BIN#875808,DATA5.BIN,875808,菜单,―ぶらざあのっぽ―,,untranslated,
DATA5.BIN#875832,DATA5.BIN,875832,菜单,さ ゆ 鈴,,untranslated,
DATA5.BIN#875848,DATA5.BIN,875848,菜单,鷹島 あかね,,untranslated,
DATA5.BIN#875864,DATA5.BIN,875864,菜单,シナリオ,,untranslated,
DATA5.BIN#875880,DATA5.BIN,875880,菜单,こくら 雅史,,untranslated,
DATA5.BIN#875944,DATA5.BIN,875944,菜单,かわの りょうこ,,untranslated,
DATA5.BIN#875984,DATA5.BIN,875984,菜单,阪井 あかね,,untranslated,
DATA5.BIN#876000,DATA5.BIN,876000,菜单,エキストラ:,,untranslated,
DATA5.BIN#876128,DATA5.BIN,876128,菜单,渡井 かずみ:,,untranslated,
DATA5.BIN#876288,DATA5.BIN,876288,菜单,相沢 ちとせ:,,untranslated,
DATA5.BIN#876336,DATA5.BIN,876336,菜单,［声の出演］,,untranslated,
DATA5.BIN#876416,DATA5.BIN,876416,对话,(株)コナミコンピュータエンタテインメント東京,,untranslated,
DATA5.BIN#876480,DATA5.BIN,876480,菜单,コナミ(株),,untranslated,
DATA5.BIN#878497,DATA5.BIN,878497,菜单,近藤さなえ,,untranslated,
DATA5.BIN#878849,DATA5.BIN,878849,菜单,鈴木ふく美,,untranslated,
DATA5.BIN#878945,DATA5.BIN,878945,菜单,鶴ヶ谷宗昭,,untranslated,
DATA5.BIN#878961,DATA5.BIN,878961,菜单,荻さおり,,untranslated,
DATA5.BIN#879377,DATA5.BIN,879377,菜单,佐藤ひとみ,,untranslated,
DATA5.BIN#880009,DATA5.BIN,880009,菜单,ソネザキヤスシ,,untranslated,
DATA5.BIN#880161,DATA5.BIN,880161,菜单,オガワタカヒサ,,untranslated,
DATA5.BIN#881097,DATA5.BIN,881097,菜单,タカハシヨシキ,,untranslated,
DATA5.BIN#881161,DATA5.BIN,881161,菜单,田ケ谷友壯,,untranslated,
DATA5.BIN#882969,DATA5.BIN,882969,菜单,篠原まゆみ,,untranslated,
DATA5.BIN#883337,DATA5.BIN,883337,菜单,小野なよ,,untranslated,
DATA5.BIN#883481,DATA5.BIN,883481,菜单,鈴木さゆり,,untranslated,
DATA5.BIN#884609,DATA5.BIN,884609,菜单,山本えり子,,untranslated,
DATA5.BIN#885201,DATA5.BIN,885201,菜单,井田ゆみ子,,untranslated,
DATA5.BIN#885249,DATA5.BIN,885249,菜单,渡辺あゆみ,,untranslated,
DATA5.BIN#886785,DATA5.BIN,886785,菜单,藤井たけ,,untranslated,
DATA5.BIN#888201,DATA5.BIN,888201,菜单,タオイマサオ,,untranslated,
DATA5.BIN#888505,DATA5.BIN,888505,菜单,伊藤ゆかり,,untranslated,
DATA5.BIN#889577,DATA5.BIN,889577,菜单,佐藤つとむ,,untranslated,
DATA5.BIN#889833,DATA5.BIN,889833,菜单,ノゲラマサヒロ,,untranslated,
DATA5.BIN#889889,DATA5.BIN,889889,菜单,一ノ宮晃,,untranslated,
DATA5.BIN#890137,DATA5.BIN,890137,菜单,井ノ口弘昭,,untranslated,
DATA5.BIN#893313,DATA5.BIN,893313,菜单,藤井すみえ,,untranslated,
DATA5.BIN#895809,DATA5.BIN,895809,菜单,稲田みゆき,,untranslated,
DATA5.BIN#895857,DATA5.BIN,895857,菜单,イソザキヒロミ,,untranslated,
DATA5.BIN#895945,DATA5.BIN,895945,菜单,竹ノ下淳,,untranslated,
DATA5.BIN#896289,DATA5.BIN,896289,菜单,三宅まどか,,untranslated,
DATA5.BIN#896369,DATA5.BIN,896369,菜单,カネコヒデアキ,,untranslated,
DATA5.BIN#896825,DATA5.BIN,896825,菜单,焼田さなえ,,untranslated,
DATA5.BIN#897297,DATA5.BIN,897297,菜单,中村あき子,,untranslated,
DATA5.BIN#897913,DATA5.BIN,897913,菜单,福沢のり子,,untranslated,
DATA5.BIN#898457,DATA5.BIN,898457,菜单,ジンブトモタカ,,untranslated,
DATA5.BIN#898849,DATA5.BIN,898849,菜单,サカモトタカユキ,,untranslated,
DATA5.BIN#901273,DATA5.BIN,901273,菜单,ヨシダタクマ,,untranslated,
DATA5.BIN#902177,DATA5.BIN,902177,菜单,ヤマザキトシハル,,untranslated,
DATA5.BIN#902201,DATA5.BIN,902201,菜单,シマダタカシ,,untranslated,
DATA5.BIN#907568,DATA5.BIN,907568,对话,"メモリーカード（PS2）の
空き容量が足りません。
卒業データのセーブには 86KB
以上の空き容量が必要です。",,untranslated,
DATA5.BIN#907744,DATA5.BIN,907744,对话,"卒業データをセーブせずに
終了します。
よろしいですか？",,untranslated,
DATA5.BIN#907800,DATA5.BIN,907800,对话,フォーマットに失敗しました。,,untranslated,
DATA5.BIN#907832,DATA5.BIN,907832,对话,"フォーマットしています。
メモリーカード（PS2）を
抜き差ししないで下さい",,untranslated,
DATA5.BIN#907904,DATA5.BIN,907904,对话,"メモリーカード（PS2）が
フォーマットされていません。
フォーマットしますか？",,untranslated,
DATA5.BIN#907984,DATA5.BIN,907984,对话,"卒業データのセーブに失敗
しました。",,untranslated,
DATA5.BIN#908024,DATA5.BIN,908024,对话,卒業データをセーブしました。,,untranslated,
DATA5.BIN#908056,DATA5.BIN,908056,对话,"セーブしています。
メモリーカード（PS2）を
抜き差ししないで下さい。",,untranslated,
DATA5.BIN#908128,DATA5.BIN,908128,对话,"番に上書きします。
よろしいですか？",,untranslated,
DATA5.BIN#908168,DATA5.BIN,908168,对话,"番にセーブします。
よろしいですか？",,untranslated,
DATA5.BIN#908208,DATA5.BIN,908208,对话,"卒業データをセーブします。
何番にセーブしますか？",,untranslated,
DATA5.BIN#908264,DATA5.BIN,908264,对话,"メモリーカード（PS2）を
チェックしています。",,untranslated,
DATA5.BIN#908312,DATA5.BIN,908312,对话,"卒業データをセーブします。
差込口を選択してください。",,untranslated,
DATA5.BIN#908376,DATA5.BIN,908376,系统文本,ときめきメモリアル３卒業データ%d,,untranslated,
DATA5.BIN#908458,DATA5.BIN,908458,菜单,破損データ,,untranslated,
DATA5.BIN#908576,DATA5.BIN,908576,对话,システムデータの更新に失敗しました。,,untranslated,
DATA5.BIN#908616,DATA5.BIN,908616,对话,"のメモリーカード（PS2）の
システムデータを更新しました。",,untranslated,
DATA5.BIN#908680,DATA5.BIN,908680,对话,"システムデータを更新しています。
メモリーカード（PS2）を抜き差ししないで下さい。",,untranslated,
DATA5.BIN#908768,DATA5.BIN,908768,对话,"のメモリーカード（PS2）の
システムデータを更新します。
よろしいですか？",,untranslated,
DATA5.BIN#908840,DATA5.BIN,908840,对话,"のメモリーカード（PS2）の
フォーマットに失敗しました。",,untranslated,
DATA5.BIN#908896,DATA5.BIN,908896,对话,"フォーマットしています。
メモリーカード（PS2）を抜き差ししないで下さい。",,untranslated,
DATA5.BIN#908976,DATA5.BIN,908976,对话,"のメモリーカード（PS2）が
フォーマットされていません。
フォーマットしますか？",,untranslated,
DATA5.BIN#909056,DATA5.BIN,909056,对话,システムデータのセーブに失敗しました。,,untranslated,
DATA5.BIN#909096,DATA5.BIN,909096,对话,"のメモリーカード（PS2）に
システムデータをセーブしました。",,untranslated,
DATA5.BIN#909160,DATA5.BIN,909160,对话,"システムデータをセーブしています。
メモリーカード（PS2）を抜き差ししないで下さい。",,untranslated,
DATA5.BIN#909248,DATA5.BIN,909248,对话,"のメモリーカード（PS2）の
空き容量が足りません。システムデータのセーブ
には 112KB 以上の空き容量が必要です。",,untranslated,
DATA5.BIN#909360,DATA5.BIN,909360,对话,"のメモリーカード（PS2）に
システムデータをセーブします。
よろしいですか？",,untranslated,
DATA5.BIN#909440,DATA5.BIN,909440,对话,"のメモリーカード（PS2）を
チェックしています。",,untranslated,
DATA5.BIN#909560,DATA5.BIN,909560,对话,"システムデータをセーブします。
差込口を選択してください。",,untranslated,
DATA5.BIN#909624,DATA5.BIN,909624,对话,システムデータをセーブしますか？,,untranslated,
DATA5.BIN#909792,DATA5.BIN,909792,对话,ときめきメモリアル３システムデータ,,untranslated,
DATA5.BIN#1042418,DATA5.BIN,1042418,菜单,伹ァl3,,untranslated,
DATA5.BIN#1048188,DATA5.BIN,1048188,菜单,((ま愃`q&0,,untranslated,
DATA5.BIN#1050014,DATA5.BIN,1050014,菜单,ろ@#鵝,,untranslated,
DATA5.BIN#1052500,DATA5.BIN,1052500,菜单,##3劔9ム,,untranslated,
DATA5.BIN#1053774,DATA5.BIN,1053774,菜单,沿(8ヨ/,,untranslated,
DATA5.BIN#1055871,DATA5.BIN,1055871,菜单,ち<剽粋,,untranslated,
DATA5.BIN#1056647,DATA5.BIN,1056647,菜单,(0ヲ剌,,untranslated,
DATA5.BIN#1076504,DATA5.BIN,1076504,对话,"ブランド品大放出！　この機会をお見逃し無く！
２／１～２／２８　もえぎのスクエア催事場にて",,untranslated,
DATA5.BIN#1076600,DATA5.BIN,1076600,对话,"１２月～１月ナイトパレード開催
あの子と見ればラブラブ度急上昇！",,untranslated,
DATA5.BIN#1076664,DATA5.BIN,1076664,对话,"ノンストップで踊りつづけろ！
全米Ｎｏ．１ヒット作堂々のロングラン！",,untranslated,
DATA5.BIN#1076736,DATA5.BIN,1076736,对话,"ＫＮＭ交響楽団冬の定期公演
クラシックの調べに心癒されよう",,untranslated,
DATA5.BIN#1076800,DATA5.BIN,1076800,对话,１２／２５、２６　国内最大級の同人誌即売会開催,,untranslated,
DATA5.BIN#1076848,DATA5.BIN,1076848,对话,"スケート場は２月まで営業中
滑って転んで楽しもう！",,untranslated,
DATA5.BIN#1076904,DATA5.BIN,1076904,对话,"スキーシーズン真っ盛り！
ゲレンデに花咲くウエアのファッションも注目だ！",,untranslated,
DATA5.BIN#1076976,DATA5.BIN,1076976,对话,"ロマンチックな夜を二人で過ごしたい君に
Ｘ’ｍａｓナイト特集！　これでバッチリだ！",,untranslated,
DATA5.BIN#1077064,DATA5.BIN,1077064,对话,"もえぎのスクエア催事場にて好評開催中
失われた古代文明の謎に迫る！",,untranslated,
DATA5.BIN#1077136,DATA5.BIN,1077136,对话,"衝撃の問題作登場！
舞台に展開する不条理ワールドに思わず絶句",,untranslated,
DATA5.BIN#1077200,DATA5.BIN,1077200,对话,"全米爆笑、話題のダンスコメディが
ついにもえぎの上陸！",,untranslated,
DATA5.BIN#1077256,DATA5.BIN,1077256,对话,"超人気ビジュアル系バンド
もえぎの公演堂々決定！",,untranslated,
DATA5.BIN#1077304,DATA5.BIN,1077304,对话,"９／４、５の２日間ゲームショウ開催
ワールドエキシビジョンセンターに集まれ！",,untranslated,
DATA5.BIN#1077384,DATA5.BIN,1077384,对话,"１０／２４　もえぎの神社でフリーマーケット開催
雨天中止なので当日の天気は気を付けよう",,untranslated,
DATA5.BIN#1077472,DATA5.BIN,1077472,对话,"秋といえばホッケーゲーム！
今ならカップル一組につき一ゲーム無料サービス",,untranslated,
DATA5.BIN#1077544,DATA5.BIN,1077544,对话,"大好評イヌねこランド１１月末まで
ふれあいコーナーで待ってるよ！",,untranslated,
DATA5.BIN#1077608,DATA5.BIN,1077608,对话,"紅葉狩りのシーズン到来！
たまには２人でリラックス",,untranslated,
DATA5.BIN#1077664,DATA5.BIN,1077664,对话,"伝統の美が一堂に…
芸術の秋に親しむ特別展示、ぜひご来場ください",,untranslated,
DATA5.BIN#1077728,DATA5.BIN,1077728,对话,"イタズラ好きなアシカ君たちがステージで熱演！
ボクもワタシも大爆笑！",,untranslated,
DATA5.BIN#1077800,DATA5.BIN,1077800,对话,"たっぷり泳いで遊んだ後は
夕焼けの浜辺でいいムード…なんてス・テ・キ",,untranslated,
DATA5.BIN#1077872,DATA5.BIN,1077872,对话,"６月～７月　サッカーＫＯＮＡＭＩリーグ
８月～プロ野球公式戦",,untranslated,
DATA5.BIN#1077936,DATA5.BIN,1077936,对话,"人気ドラマの劇場版ついに公開！
拳で語る男の美学！",,untranslated,
DATA5.BIN#1077992,DATA5.BIN,1077992,对话,"恒例夏のビッグバーゲン
催事場にて８月開催",,untranslated,
DATA5.BIN#1078040,DATA5.BIN,1078040,对话,"実力派声優恋羽こなみのコンサート
もえぎのホールにて開催決定！",,untranslated,
DATA5.BIN#1078104,DATA5.BIN,1078104,对话,８／７～８　国内最大級の同人誌即売会開催,,untranslated,
DATA5.BIN#1078152,DATA5.BIN,1078152,对话,"７月最終日曜、もえぎの神社のお祭りだ
今年は３年に一度のおみこし行列が見られるぞ",,untranslated,
DATA5.BIN#1078232,DATA5.BIN,1078232,对话,"８月最終日曜は花火大会
丘の上公園展望台は絶好のスポットだ",,untranslated,
DATA5.BIN#1078296,DATA5.BIN,1078296,对话,"７月より波プールでのボディボード解禁
時代の波に乗り遅れるな！",,untranslated,
DATA5.BIN#1078360,DATA5.BIN,1078360,对话,"光のパレード、ルミネファンタジー
７月～８月の間、夕方より毎日開催",,untranslated,
DATA5.BIN#1078432,DATA5.BIN,1078432,对话,"今年もプロ野球シーズン開幕！
３月～５月　プロ野球公式戦",,untranslated,
DATA5.BIN#1078488,DATA5.BIN,1078488,对话,"お笑い集団が贈る捨て身ギャグの嵐！
良い子は真似しちゃいけないよ！",,untranslated,
DATA5.BIN#1078560,DATA5.BIN,1078560,对话,"愛した男が最低だった…？
美人４姉妹、抱腹絶倒の復讐劇が幕を開ける！",,untranslated,
DATA5.BIN#1078632,DATA5.BIN,1078632,对话,"もえぎのホールに悪夢が訪れる…
カルト的な人気を誇る地獄のロックバンド見参！",,untranslated,
DATA5.BIN#1078712,DATA5.BIN,1078712,对话,"３／６、３／７　ゲームショウ
５／１～３１　未来都市ショウ開催",,untranslated,
DATA5.BIN#1078776,DATA5.BIN,1078776,对话,"４／２５　もえぎの神社でフリーマーケット開催
見て回るだけで飽きないぞ　　（雨天中止）",,untranslated,
DATA5.BIN#1078864,DATA5.BIN,1078864,对话,"毎月第一日曜に「シツレンジャー」ショウ開催！
君たちもワイワイワールドでヒーローと握手！",,untranslated,
DATA5.BIN#1078952,DATA5.BIN,1078952,对话,"世界のワンちゃんニャンちゃん大集合！
人気のイヌねこランドは５月まで営業",,untranslated,
DATA5.BIN#1079024,DATA5.BIN,1079024,对话,"高原に少し遅めの春がきた
高原牧場でほのぼの乗馬体験しよう！",,untranslated,
DATA5.BIN#1079088,DATA5.BIN,1079088,对话,"今年も潮干狩りのシーズンがやってきた
今年のアサリは粒がそろっておいしいらしいぞ",,untranslated,
DATA5.BIN#1079168,DATA5.BIN,1079168,对话,"白雪スキー場は２月一杯まで営業
スキーヤーもスノーボーダーも大満足！",,untranslated,
DATA5.BIN#1079240,DATA5.BIN,1079240,对话,"～１２月　異種格闘技トーナメント「メタルアーツ」
１月～２月　サッカーＫＯＮＡＭＩカップ",,untranslated,
DATA5.BIN#1079328,DATA5.BIN,1079328,对话,"せつないラブストーリーが涙腺を刺激する！
決してハンカチ無しでは観ないでください…",,untranslated,
DATA5.BIN#1079416,DATA5.BIN,1079416,对话,"特設会場にてバーゲンセール開催
２／１～２８まで",,untranslated,
DATA5.BIN#1079464,DATA5.BIN,1079464,对话,"ＫＮＭ交響楽団冬の定期公演
クラシックの神髄に君もふれてみないか",,untranslated,
DATA5.BIN#1079528,DATA5.BIN,1079528,对话,１２／２７、２８　国内最大級の同人誌即売会開催,,untranslated,
DATA5.BIN#1079576,DATA5.BIN,1079576,对话,"スケート場は２月まで営業
七転び八起きの精神が上達への道だ",,untranslated,
DATA5.BIN#1079640,DATA5.BIN,1079640,对话,"１２月～１月は夕方にナイトパレード開催
光と音のファンタジーが君を魅了する",,untranslated,
DATA5.BIN#1079720,DATA5.BIN,1079720,对话,"この冬ウォータースライダーが開設！
寒い時こそプールで南国気分を味わおう",,untranslated,
DATA5.BIN#1079792,DATA5.BIN,1079792,对话,"大温室に再現された熱帯雨林が圧巻！
まさに大都会のジャングルだ！",,untranslated,
DATA5.BIN#1079856,DATA5.BIN,1079856,对话,"～１０月　プロ野球公式戦
１１月～　異種格闘技トーナメント「メタルアーツ」",,untranslated,
DATA5.BIN#1079936,DATA5.BIN,1079936,对话,"感動の名作文学を舞台化
四人姉妹が織り成す心のドラマ",,untranslated,
DATA5.BIN#1079992,DATA5.BIN,1079992,对话,"大ヒット御礼につき１１月まで上映期間延長！
見逃した君、これが最後のチャンス！",,untranslated,
DATA5.BIN#1080072,DATA5.BIN,1080072,对话,"ホッケーゲームでラブラブだ！
今ならカップル一組につき一ゲーム無料サービス",,untranslated,
DATA5.BIN#1080152,DATA5.BIN,1080152,对话,"催事場にて世界の宝石展開催中
至高の輝きをその目で確かめよう",,untranslated,
DATA5.BIN#1080216,DATA5.BIN,1080216,对话,"紅葉狩りシーズン真っ盛り
たまには二人でまったりと",,untranslated,
DATA5.BIN#1080272,DATA5.BIN,1080272,对话,"１０／２６　もえぎの神社でフリーマーケット開催！
掘り出し物を探し出せ！　　（雨天中止）",,untranslated,
DATA5.BIN#1080360,DATA5.BIN,1080360,对话,"犬派も猫派も大満足のイヌねこランド！
１１月までの限定営業だ",,untranslated,
DATA5.BIN#1080424,DATA5.BIN,1080424,对话,"ワールドエキシビジョンセンターついに完成
９／６、７の２日間はゲームショウが開催されるぞ",,untranslated,
DATA5.BIN#1080512,DATA5.BIN,1080512,对话,"本物？　それともニセモノ？？
たまには肩の力を抜いて「芸術」を楽しもう！",,untranslated,
DATA5.BIN#1080584,DATA5.BIN,1080584,对话,"６月～７月　サッカーＫＯＮＡＭＩリーグ
８月～　プロ野球公式戦",,untranslated,
DATA5.BIN#1080648,DATA5.BIN,1080648,对话,"世界最高峰アニメーション技術の粋！
ハードな世界観をリアルに再現！",,untranslated,
DATA5.BIN#1080720,DATA5.BIN,1080720,对话,"ファン熱狂！　あの超人気美少年グループ
「選抜隊」が遂にもえぎのにやってくる！",,untranslated,
DATA5.BIN#1080800,DATA5.BIN,1080800,对话,"６月に新アトラクション「ゴーストハウス」ＯＰＥＮ！
ナイトパレード「ルミネファンタジー」は８月末まで",,untranslated,
DATA5.BIN#1080904,DATA5.BIN,1080904,对话,"７月最終日曜は神社で縁日開催
屋台で景品ゲットして、彼女のハートもゲットしろ！",,untranslated,
DATA5.BIN#1080984,DATA5.BIN,1080984,对话,"８月最終日曜は納涼花火大会
丘の上公園展望台は場所取り激戦区だ",,untranslated,
DATA5.BIN#1081048,DATA5.BIN,1081048,对话,"夏のビッグバーゲン！
８／１～３１まで　特設会場にて",,untranslated,
DATA5.BIN#1081104,DATA5.BIN,1081104,对话,"８月末までわくわくアシカショウ開催！
ゆかいなアシカくんたちに会いに行こう！",,untranslated,
DATA5.BIN#1081184,DATA5.BIN,1081184,对话,"高速遊覧船「マリンＪ」就航！
ウォーターフロントエリアから港を一周だ",,untranslated,
DATA5.BIN#1081256,DATA5.BIN,1081256,对话,"夏といえば海、そう海だ！
輝く太陽の下に駆け出そう！",,untranslated,
DATA5.BIN#1081312,DATA5.BIN,1081312,对话,"全天候型室内プールＯＰＥＮ！
波のプールでリゾート気分！",,untranslated,
DATA5.BIN#1081368,DATA5.BIN,1081368,对话,"人気漫才コンビの絶妙なボケツッコミを
ライブで楽しむチャンス！",,untranslated,
DATA5.BIN#1081432,DATA5.BIN,1081432,对话,"不朽のヒューマンドラマ、リバイバル上映！
この機会を見逃すな！",,untranslated,
DATA5.BIN#1081496,DATA5.BIN,1081496,对话,"アコースティックギターの素朴な響き
人気デュオもえぎの公演を見逃すな",,untranslated,
DATA5.BIN#1081568,DATA5.BIN,1081568,对话,"丘の上公園の桜並木はもう満開！
４月下旬頃まで楽しめるぞ",,untranslated,
DATA5.BIN#1081624,DATA5.BIN,1081624,对话,"総合競技場「レインボウドーム」ついに完成！
プロ野球がオープン戦からバッチリ見られるぞ",,untranslated,
DATA5.BIN#1081712,DATA5.BIN,1081712,对话,"４／２７　もえぎの神社でフリーマーケット開催！
掘り出し物があるかもよ？　　（雨天中止）",,untranslated,
DATA5.BIN#1081800,DATA5.BIN,1081800,对话,"毎月第一日曜日、あの「ファンシーチャイム」が
ワイワイワールドにやってくる！",,untranslated,
DATA5.BIN#1081880,DATA5.BIN,1081880,对话,"ワンちゃんニャンちゃん大集合！
「イヌねこランド」５月まで限定営業中",,untranslated,
DATA5.BIN#1081952,DATA5.BIN,1081952,对话,"４月に新スタイルの大型ショッピングモール
もえぎのスクエア誕生",,untranslated,
